article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0828499001,828499,Rosemary body,256,Bodysuit,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short-sleeved body in soft, stretch viscose jersey with a slightly wider neckline and press-studs at the crotch."
0828890001,828890,LOGG Cozy Dorri top,255,T-shirt,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Relaxed-fit top in soft velour with a round neck and short sleeves.
0828912004,828912,Monaco long sleeve dress,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Straight-style, calf-length dress in a soft knit containing some wool with dropped shoulders, long sleeves and a detachable tie belt at the waist. Ribbing around the neckline, cuffs and hem, and slits in the sides."
0828926008,828926,Malibu shorts,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,6565,Baby Boy Woven,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1006,Woven/Jersey/Knitted mix Baby,"Shorts in a cotton weave with an elasticated, drawstring waist, fake fly and fake front pockets."
0828928001,828928,Cassis,252,Sweater,Garment Upper body,1010010,Melange,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Jumper in a soft, fine knit with a lightly brushed finish. Small stand-up collar, decorative metal buttons at the front and deep, wide raglan sleeves that taper to the cuffs."
0828991001,828991,Barbie,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, straight-cut dress in a crêpe weave with a round neckline and small opening at the back with a covered button at the back of the neck. Long sleeves with an organza flounce on the inside of the shoulders to create a puff effect, and cuffs with covered buttons. Unlined."
0829017002,829017,Husky,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in a crêpe weave with a round neckline, an opening and covered button at the back of the neck, and long sleeves. Relaxed fit with a gathered seam at the waist and hem. Unlined."
0829187001,829187,Boo Coat,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Coat in a woven wool blend with no collar or buttons. Dropped shoulders, long sleeves, a detachable tie belt at the waist and discreet side pockets. Lined."
0829204002,829204,LS PJ Single DEAL,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, organic cotton jersey with press-studs down the front and along one leg, and ribbing at the cuffs and hems."
0829207001,829207,2PCS PJ DEAL,297,Pyjama set,Nightwear,1010008,Front print,73,Dark Blue,7,Medium,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Pyjamas with a long-sleeved top and bottoms in soft, organic cotton jersey. Top with a press-stud on one shoulder (except in sizes 1½-4Y) and ribbed cuffs. Bottoms with covered elastication at the waist and ribbed hems."
0829432001,829432,Atlanta dress,265,Dress,Garment Full body,1010016,Solid,42,Red,7,Medium,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in chiffon made from recycled polyester. V-neck, a sewn-in wrapover top and long sleeves with narrow, covered elastication and a flounce at the cuffs. Seam with concealed elastication at the waist, and a skirt with a wide flounce at the hem. Partly lined."
0829629002,829629,MILLIE SCARF NEW,80,Scarf,Accessories,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Large scarf in a supersoft weave with long fringes on the short sides.
0829646006,829646,Loris basic twill,262,Jacket,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Straight-cut jacket in cotton denim with a collar and buttons down the front. Flap chest pockets with a button, front pockets and long sleeves with buttoned cuffs. Unlined."
0829665002,829665,MARY KATE EARMUFFS NEW,75,Hat/beanie,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Earmuffs in faux fur with a plastic headband covered in imitation leather. Polyester filling.
0829962002,829962,JIMMY s/s tee,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif. Ribbed trim around the neckline.
0829962010,829962,JIMMY s/s tee,255,T-shirt,Garment Upper body,1010008,Front print,82,Turquoise,2,Medium Dusty,19,Green,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif. Ribbed trim around the neckline.
0830153001,830153,Bobo Ribs,302,Socks,Socks & Tights,1010016,Solid,92,Green,1,Dusty Light,19,Green,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Socks in a soft, rib-knit cotton blend with elasticated tops. Sizes 3-9 with anti-slip protectors."
0830283001,830283,Smilla dress,265,Dress,Garment Full body,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,11,Beige,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Straight-cut dress in soft, patterned cotton jersey with a round, ribbed neckline, a flounced trim over the shoulders and long sleeves."
0830322001,830322,ED Nemo sequin top,254,Top,Garment Upper body,1010015,Sequin,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Straight-cut top in sequined mesh with a round neckline, short sleeves and short slits in the sides. Jersey lining."
0830366002,830366,JOHANNA 2-p tights,272,Trousers,Garment Lower body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Two pairs of leggings in soft, patterned organic cotton jersey with bow appliqués at the hems."
0830725004,830725,ESTELLE dancedress,265,Dress,Garment Full body,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Dance dress in glossy jersey with decorative gathers at the top and narrow shoulder straps that cross at the back. Seam at the waist with a glittery elastic waistband and a skirt in layers of glittery tulle. Lined gusset.
0830744001,830744,Carrie midi denim dress,265,Dress,Garment Full body,1010023,Denim,72,Blue,3,Light,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Calf-length dress in soft Tencel™ lyocell denim with a V-neck and buttons down the front. Short, frill-trimmed puff sleeves, a seam at the waist and high slits in the sides. Unlined."
0830754002,830754,IILLONA dance shoe,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Ballet shoes in satin with a decorative bow at the front, elastic straps that cross over the foot and concealed elastication around the opening. Lining and patterned insoles in a cotton weave. Suede soles."
0830912001,830912,Bobbo dress L/S,265,Dress,Garment Full body,1010008,Front print,52,Pink,2,Medium Dusty,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Long-sleeved dress in lightweight, printed sweatshirt fabric. Elasticated, frill-trimmed seam at the hips with a decorative bow, and ribbing around the neckline and cuffs. Unlined."
0831047001,831047,LOGG DeLuca pull on trs,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in soft twill with a regular, elasticated drawstring waist, side pockets, fake welt back pockets and tapered legs."
0831177001,831177,Skirt HW 80's,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"High-waisted skirt in washed, stretch denim with a zip fly and button and front and back pockets. The skirt is made partly from recycled cotton."
0831269004,831269,Pippy dress,265,Dress,Garment Full body,1010023,Denim,51,Light Pink,3,Light,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Fitted dress in a cotton weave with narrow shoulder straps. Straight cut at the top, a seam at the waist and a zip at the back. Unlined."
0831286002,831286,Beanie Norman,75,Hat/beanie,Accessories,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a soft rib-knit cotton blend. Turn-up at the hem with a small appliqué at the front.
0831286003,831286,Beanie Norman,75,Hat/beanie,Accessories,1010002,Application/3D,6,Light Grey,1,Dusty Light,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a soft rib-knit cotton blend. Turn-up at the hem with a small appliqué at the front.
0831623001,831623,Sandra sandalette,92,Heeled sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals in crocodile-patterned imitation leather with lacing over the foot that ties around the ankle. Square toes, covered heels and imitation leather insoles. Heel 6 cm."
0831752001,831752,BALU t-shirt,255,T-shirt,Garment Upper body,1010001,All over pattern,23,Dark Yellow,2,Medium Dusty,13,Brown,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. T-shirt in soft, patterned organic cotton slub jersey. Press-stud on one shoulder (except in sizes 1½-4Y) and short sleeves with sewn-in turn-ups."
0831777002,831777,Lucie,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in a softly draping weave with a V-neck front and back, short, narrow shoulder straps and short slits in the sides."
0831865002,831865,Ingrid set.,270,Garment Set,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Set with a long-sleeved blouse in a cotton weave and a pair of leggings in jersey. Blouse with a frill-trimmed yoke, button placket and long sleeves with narrow elastication at the cuffs. Leggings with an elasticated waist."
0831939002,831939,SKINNY BASIC HW 89,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch denim for maximum mobility. High, adjustable, elasticated waist (in sizes 8-12Y), a zip fly and narrow hems."
0831939004,831939,SKINNY BASIC HW 89,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch denim for maximum mobility. High, adjustable, elasticated waist (in sizes 8-12Y), a zip fly and narrow hems."
0831945001,831945,ST Fur friend BFF,155,Soft Toys,Accessories,1010016,Solid,61,Light Purple,3,Light,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Snap-on bracelets in soft faux fur with a small, padded rabbit on top."
0832381002,832381,Hula culottes,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8717,Young Girl Trouser,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1009,Trousers,"Ankle-length trousers in an airy viscose weave with covered elastication, a small frill trim and decorative bow at the waist, side pockets and straight, wide legs."
0832465001,832465,Chaka linen,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in airy linen jersey with a V-neck, button placket and butterfly sleeves."
0832581001,832581,Paris skirt,275,Skirt,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Short skirt in a textured weave with a high waist, concealed zip in one side and a wrapover front with an asymmetric, frayed hem. Lined."
0832834001,832834,PQ NONNO CASH JUMPER,252,Sweater,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"V-neck jumper in soft, fine-knit cashmere with low dropped shoulders, wide, tapered sleeves and ribbing at the cuffs and hem."
0832860002,832860,CS Mette DRess,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,5,Bright,19,Green,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Sleeveless, ankle-length dress in stretch jersey with a sheen made from Eastman Naia™ cellulose acetate. Small opening with a concealed button at the back of the neck, and a vertical seam for a draped effect front and back. Lined."
0832884002,832884,Mimosa soft top bea pad,306,Bra,Underwear,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra top in lace with narrow, adjustable shoulder straps, lined cups with removable inserts that shape the bust and provide good support, and a wide lace trim at the hem. No fasteners."
0832923002,832923,Flirty Freddy hoop pk,70,Earring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hoop earrings in various designs. Size from 1.5 cm to 3 cm.
0832933001,832933,Bitte cozy jumpsuit,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Jumpsuit in supersoft jersey with a brushed finish. V-neck front and back and a seam and drawstring under the bust. Short sleeves and tapered legs.
0832969005,832969,Skinny CS Trash 79,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, stretch, flexible denim for maximum comfort with an adjustable, elasticated waist, zip fly and button and narrow hems."
0833098001,833098,Bart tote,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Handbag in sturdy, grained imitation leather with two handles and a zip at the top and a narrow, detachable shoulder strap. Lined. Size approx. 13x20x29 cm."
0833437001,833437,FRIDA BUCKET HAT,75,Hat/beanie,Accessories,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Bucket hat in a cotton weave with a frayed edge. Width of brim approx. 5 cm.
0833437003,833437,FRIDA BUCKET HAT,75,Hat/beanie,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Bucket hat in a cotton weave with a frayed edge. Width of brim approx. 5 cm.
0833471002,833471,Smock skirt,275,Skirt,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,Skirt in patterned chiffon with wide smocking at the waist and two tiers. Partly lined.
0833482005,833482,Bondi Babe Swimsuit,57,Swimsuit,Swimwear,1010004,Check,91,Light Green,1,Dusty Light,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with narrow, adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support. Medium coverage at the back."
0833778001,833778,Gala n-slip BRIDAL (W),293,Night gown,Nightwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short, sleeveless nightslip in softly draping satin with a V-neck at the front and a slightly deeper, lace-trimmed V-neck at the back. Narrow, adjustable shoulder straps that cross at the back."
0833850001,833850,Tiare cross bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shoulder bag in grained imitation leather. One zipped inner compartment and a zip and detachable, adjustable shoulder strap at the top. Lined. Size 4.5x14x22.5 cm."
0833983002,833983,Dog Puffy Padded Lyx,-1,Unknown,Unknown,1010001,All over pattern,3,Silver,3,Light,15,Metal,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Padded dog jacket in a shimmering weave with a collar and opening for a leash at the back of the neck. Openings for the front legs and an adjustable hook and loop tab that fastens at the top. Narrow elastic straps for the back legs that help to keep the jacket in place. Fleece lining.
0834055003,834055,Sanny Hood,308,Hoodie,Garment Upper body,1010008,Front print,19,Greenish Khaki,4,Dark,20,Khaki green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Hoodie in soft sweatshirt fabric made from a cotton blend. Double-layered, drawstring hood with a wrapover front, low dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside."
0834082001,834082,BUCKET HAT CLASSIC,76,Hat/brim,Accessories,1010024,Chambray,71,Light Blue,1,Dusty Light,2,Blue,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Bucket hat in cotton chambray with an embroidered motif on the front. Lined. Width of brim 4.5 cm.
0834189001,834189,Eve partydress,270,Garment Set,Garment Full body,1010016,Solid,10,White,3,Light,9,White,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Sleeveless dress in tulle with floral appliqués at the top, buttons at the back, a seam at the waist and flared, layered tulle skirt. Satin lining. Matching hairband in a double layer of jersey with floral appliqués on the front and covered elastication at the back."
0834269002,834269,AK Camelia trouser,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"Ankle-length trousers in sturdy cotton twill. High waist with an extended waistband and button, pleats at the top and a zip fly. Diagonal side pockets, back pockets and straight legs with wide, sewn-in turn-ups at the hems."
0834531001,834531,CNY Peking Felt Cap,69,Cap/peaked,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Cap in felted fabric containing some wool with an adjustable hook and loop tab at the back. Lined.
0834636001,834636,Tuba Sweater,252,Sweater,Garment Upper body,1010010,Melange,81,Light Turquoise,1,Dusty Light,7,Turquoise,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Jumper in a soft fine knit with dropped shoulders, long, wide puff sleeves and ribbing around the neckline, cuffs and hem."
0834677004,834677,Shorts knit 79,274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"5-pocket shorts in stretch, supersoft denim with an adjustable, elasticated waist, decorative drawstring, fake fly and button, and slim legs with sewn-in turn-ups at the hems."
0834752001,834752,I LOVE family giftset,270,Garment Set,Garment Full body,1010017,Stripe,7,Grey,1,Dusty Light,12,Grey,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Set with a long-sleeved wrapover bodysuit, an all-in-one suit and a hat in a soft cotton blend. Jersey bodysuit with press-studs at the sides and crotch. Velour all-in-one suit with concealed, off-centre, press-stud fastenings down the front and along one leg, and full feet with elasticated heels. Velour hat with a jersey hem. The cotton content of the garments is organic."
0834936001,834936,SS Body dress,265,Dress,Garment Full body,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Dress in soft, printed organic cotton jersey with a round neck, picot-trimmed puff sleeves and a sewn-in bodysuit with press-studs at the crotch."
0835061004,835061,LIBRA STRIPE SHIRT,259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Shirt in a striped viscose weave with a turn-down collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette."
0835184001,835184,Iris low sneaker BG,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4321,Young Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Trainers with a padded edge, lacing at the front and loop at the back. Cotton canvas insoles and rubber soles."
0835216001,835216,Bibbi Dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,7,Medium,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, straight-cut dress in woven fabric with a sheen. Small stand-up collar and an opening with concealed hook-and-eye fasteners at the back of the neck. Pin-tucks at the top of the front, a gathered yoke at the back, long puff sleeves and narrow cuffs with covered buttons. Wide fit with a seam and flounce at the hem. Unlined."
0835350001,835350,SB Cape w soft toy,277,Costumes,Garment Full body,1010014,Placement print,9,Black,4,Dark,5,Black,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Fancy dress costume with a cape and hat in jersey and a magic wand. Cape with a lightly padded collar and hook and loop fastening at the neck. Lightly padded hat with a contrasting colour band. Lined.
0835390003,835390,Sofia Blouse,258,Blouse,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a softly draping weave with a pointed collar, buttons down the front and a gathered yoke at the back. Long puff sleeves with wide, buttoned cuffs, and a gently rounded hem."
0835390005,835390,Sofia Blouse,258,Blouse,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a softly draping weave with a pointed collar, buttons down the front and a gathered yoke at the back. Long puff sleeves with wide, buttoned cuffs, and a gently rounded hem."
0835499001,835499,Carly Fancy CNY,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers in a textured weave with crocodile-patterned and shimmering metallic imitation leather details, a padded edge and lacing at the front. Imitation leather linings and insoles and fluted soles."
0835605009,835605,NINA TSHIRT,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-style T-shirt in soft cotton jersey with a round, ribbed neckline."
0835634002,835634,Tanga LS,254,Top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short, fitted top in ribbed jersey with long sleeves and a visible seam down the front. Slightly shorter front with a twisted detail at the hem."
0835941002,835941,Charlie jersey set,75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Set with a hat and tube scarf in soft cotton jersey.
0835941003,835941,Charlie jersey set,75,Hat/beanie,Accessories,1010017,Stripe,10,White,3,Light,9,White,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Set with a hat and tube scarf in soft cotton jersey.
0836069002,836069,Ravenna ribbed top,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Jumper in a rib-knit cotton blend with a turtle neck, long raglan sleeves and ribbing at the cuffs and hem."
0836226001,836226,Jackson jumpsuit 1,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Boiler suit in stretch cotton twill with a collar, zip down the front and long sleeves with narrow, buttoned cuffs. Zipped chest pockets, side pockets and a seam at the waist with pleats and a detachable tie belt. Wide, gently tapered legs."
0836235001,836235,Xmas Flirty Luva hoop pk,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Thin metal hoop earrings with pendants in various designs. Length approx. 3.5 cm.
0836284002,836284,GOLDY PUFF TEE,255,T-shirt,Garment Upper body,1010016,Solid,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted top in ribbed jersey made from a cotton and modal blend with a rib-trimmed neckline and short puff sleeves with a ribbed trim.
0836286001,836286,Maui dress,265,Dress,Garment Full body,1010004,Check,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in jersey crêpe. Straight cut at the top, wide shoulder straps and a short slit at the hem. Unlined."
0836303002,836303,Salvador blouse,258,Blouse,Garment Upper body,1010022,Jacquard,32,Orange,2,Medium Dusty,3,Orange,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in an airy weave with a burnout pattern. Small, frilled stand-up collar, a smocked yoke and an opening with a covered button at the back of the neck. Long raglan sleeves with wide smocking and a frill at the cuffs. Lined."
